competition_name;match_id;match_number;fixture;team;player_id;total_playing_time;effective_playing_time;in_possession_time;out_of_possession_time
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB019;59;32.3947;17.6273;14.7674
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB002;96;50.8153;24.5023;26.313
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB022;57;31.414;16.7572;14.6568
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB013;47;26.1791;12.227;13.9521
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB023;96;49.8178;23.1972;26.6206
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB004;96;50.7439;25.5791;25.1648
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB015;79;43.1866;22.0262;21.1604
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB006;50;27.6009;13.6086;13.9923
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB009;49;27.3869;15.0229;12.364
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB007;39;19.5802;9.8575;9.7227
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB008;37;19.7172;10.4105;9.3067
Example Cup 2024;EXC2024-M01;1;TMA v TMB;TMB;TMB003;17;9.3876;4.7786;4.609
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC006;100;50.5984;26.0621;24.5363
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC019;100;51.1429;24.2895;26.8534
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC016;100;52.53;26.6346;25.8954
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC022;93;49.672;26.4657;23.2063
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC012;100;54.5419;26.2315;28.3104
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC013;54;27.8277;13.178;14.6497
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC009;90;46.2571;24.8509;21.4062
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC004;54;30.1189;16.5297;13.5892
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC003;51;27.7463;13.4647;14.2816
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC001;100;50.6996;23.964;26.7356
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC014;100;51.1566;28.0022;23.1544
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC008;49;27.1928;13.2418;13.951
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC011;46;24.521;12.8981;11.6229
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC010;46;25.1674;11.9391;13.2283
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC002;10;5.5345;2.7913;2.7432
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMC;TMC005;7;3.8345;1.9249;1.9096
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD012;100;51.2766;24.628;26.6486
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD014;100;55.0048;27.7187;27.2861
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD023;74;40.4236;18.7287;21.6949
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD003;88;48.716;26.7341;21.9819
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD011;100;50.9986;25.782;25.2166
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD018;55;30.1569;14.2455;15.9114
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD009;100;55.9335;26.2989;29.6346
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD004;100;51.3121;23.6654;27.6467
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD002;100;55.7725;29.4932;26.2793
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD017;86;43.4523;22.3159;21.1364
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD007;64;33.2963;16.2202;17.0761
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD008;45;23.2704;12.66;10.6104
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD013;36;18.8337;9.8231;9.0106
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD022;26;14.4886;6.8075;7.6811
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD006;14;7.1008;3.6539;3.4469
Example Cup 2024;EXC2024-M02;2;TMC v TMD;TMD;TMD001;12;6.3741;2.9983;3.3758
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME005;101;55.2364;26.9788;28.2576
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME003;87;44.4696;21.8947;22.5749
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME004;101;51.3482;24.1604;27.1878
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME011;101;51.4357;26.0202;25.4155
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME017;101;51.9648;25.2774;26.6874
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME012;45;22.5595;11.485;11.0745
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME023;51;25.6179;11.7652;13.8527
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME007;101;55.1653;26.7751;28.3902
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME009;71;39.1863;19.2322;19.9541
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME006;101;53.6461;26.5706;27.0755
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME016;79;43.2612;22.9989;20.2623
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME021;56;28.9409;13.2795;15.6614
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME002;50;25.7517;13.0235;12.7282
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME008;30;15.3368;8.1257;7.2111
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME001;22;11.1411;5.0186;6.1225
Example Cup 2024;EXC2024-M03;3;TME v TMF;TME;TME020;14;7.0251;3.4312;3.5939
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF020;101;51.9168;26.7924;25.1244
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF009;101;54.9211;25.4019;29.5192
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF010;72;37.9302;20.0653;17.8649
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF019;66;34.9359;19.0234;15.9125
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF003;53;28.7193;13.9929;14.7264
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF015;101;53.5463;29.0245;24.5218
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF005;101;52.1619;27.9862;24.1757
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF014;101;54.829;25.0288;29.8002
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF021;101;56.1872;28.3666;27.8206
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF016;64;33.0295;15.1814;17.8481
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF018;88;48.7959;24.9289;23.867
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF011;48;26.2705;12.6872;13.5833
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF002;37;20.2292;11.089;9.1402
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF004;35;19.476;9.9564;9.5196
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF017;29;14.9922;7.0516;7.9406
Example Cup 2024;EXC2024-M03;3;TME v TMF;TMF;TMF023;13;6.8456;3.7644;3.0812
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG016;99;52.0606;23.7094;28.3512
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG005;99;50.4207;26.7628;23.6579
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG014;49;25.3948;12.3233;13.0715
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG013;59;30.6787;16.1934;14.4853
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG003;99;50.9264;24.6274;26.299
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG022;87;45.5813;22.172;23.409300000000002
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG008;99;51.4859;25.0919;26.394
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG019;99;55.3459;30.4234;24.9225
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG001;99;53.6306;25.1716;28.459
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG020;61;33.6132;15.8963;17.7169
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG018;62;32.5949;15.0321;17.5628
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG012;50;26.9307;14.6175;12.3132
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG009;40;20.2253;10.1268;10.0985
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG021;38;19.9711;9.4612;10.5099
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG015;37;19.3632;8.9351;10.4281
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMG;TMG002;12;6.684;3.2622;3.4218
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH018;99;54.4134;25.6849;28.7285
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH001;79;42.0436;23.1197;18.9239
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH007;99;52.044;26.4708;25.5732
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH005;46;24.0153;10.9222;13.0931
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH006;75;41.0039;22.3452;18.6587
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH015;99;53.2032;28.9711;24.2321
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH023;99;51.7264;25.4333;26.2931
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH009;49;26.2464;13.7021;12.5443
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH022;99;51.942;25.2303;26.7117
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH021;99;49.8122;26.2446;23.5676
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH020;73;37.4384;18.2158;19.2226
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH010;53;27.375;14.1995;13.1755
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH004;50;25.3031;12.488;12.8151
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH012;26;13.6264;7.1599;6.4665
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH017;24;12.8576;6.2214;6.6362
Example Cup 2024;EXC2024-M04;4;TMG v TMH;TMH;TMH011;20;10.1394;5.1729;4.9665
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI001;98;52.4862;26.8567;25.6295
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI013;98;50.9199;24.7848;26.1351
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI004;98;53.1502;26.5122;26.638
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI018;53;29.4114;14.2186;15.1928
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI008;98;54.5832;29.0008;25.5824
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI020;92;51.5097;25.2397;26.27
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI007;98;51.9637;26.1049;25.8588
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI011;49;25.0082;11.6269;13.3813
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI017;90;49.6767;26.7119;22.9648
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI021;98;54.7193;25.0065;29.7128
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI016;64;32.4737;14.6968;17.7769
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI002;49;25.1525;13.3308;11.8217
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI015;45;23.5826;12.0758;11.5068
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI012;34;17.885;8.1919;9.6931
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI003;8;4.0297;1.9462;2.0835
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMI;TMI023;6;3.1508;1.5696;1.5812
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ010;78;40.5276;19.3087;21.2189
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ004;98;49.1267;25.4195;23.7072
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ008;51;26.4185;14.0941;12.3244
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ012;98;51.7197;23.2791;28.4406
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ020;69;35.6282;18.8814;16.7468
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ015;98;54.4334;27.6546;26.7788
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ003;47;23.8762;11.5167;12.3595
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ022;98;50.7223;23.5615;27.1608
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ023;92;50.2386;24.9758;25.2628
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ019;98;53.1715;26.1255;27.046
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ021;98;54.3698;28.419;25.9508
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ009;51;28.1944;14.7897;13.4047
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ005;47;23.9953;11.107;12.8883
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ006;29;15.7142;8.488;7.2262
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ007;20;10.1494;4.8606;5.2888
Example Cup 2024;EXC2024-M05;5;TMI v TMJ;TMJ;TMJ002;6;3.3369;1.8186;1.5183
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK015;89;46.6444;22.0025;24.6419
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK002;98;52.0607;25.1343;26.9264
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK010;46;24.4041;11.0045;13.3996
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK003;98;51.7272;25.1606;26.5666
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK019;81;43.2539;20.7781;22.4758
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK012;98;51.9602;27.5419;24.4183
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK001;98;52.0953;25.5768;26.5185
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK004;50;25.0627;11.5524;13.5103
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK013;98;51.6288;24.9805;26.6483
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK006;55;27.9826;14.9018;13.0808
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK022;98;54.1015;29.0256;25.0759
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK016;52;26.943;12.3524;14.5906
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK021;48;26.2689;12.9961;13.2728
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK007;43;23.8629;11.5471;12.3158
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK018;17;8.5005;3.8442;4.6563
Example Cup 2024;EXC2024-M06;6;TMK v TML;TMK;TMK011;9;4.8475;2.3402;2.5073
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML018;98;52.1;25.0377;27.0623
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML007;76;41.3736;19.3893;21.9843
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML020;73;39.3968;18.0888;21.308
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML004;98;51.7865;23.9911;27.7954
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML015;66;36.0674;19.6362;16.4312
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML012;98;52.1683;27.0835;25.0848
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML006;98;54.7412;26.0809;28.6603
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML022;98;50.8944;23.4417;27.4527
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML011;61;32.2403;16.8512;15.3891
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML017;48;24.0485;11.5358;12.5127
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML008;98;52.3276;27.1259;25.2017
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML016;50;26.5058;14.0068;12.499
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML014;37;20.6963;10.1997;10.4966
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML009;32;16.9739;8.9604;8.0135
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML021;25;13.5142;7.0134;6.5008
Example Cup 2024;EXC2024-M06;6;TMK v TML;TML;TML023;22;11.5247;5.3026;6.2221
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM002;102;56.407;26.1616;30.2454
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM003;102;56.6069;25.6621;30.9448
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM013;102;52.2685;26.7308;25.5377
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM011;64;35.4207;17.8225;17.5982
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM023;58;29.071;14.6384;14.4326
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM019;102;53.8611;27.8533;26.0078
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM016;102;52.1414;25.9715;26.1699
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM014;92;50.6446;24.7962;25.8484
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM018;102;51.1107;23.1275;27.9832
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM007;61;32.847;17.1118;15.7352
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM008;53;27.5623;13.0026;14.5597
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM017;49;25.005;13.4668;11.5382
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM009;44;23.2335;10.8841;12.3494
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM004;41;22.3587;11.0923;11.2664
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM001;38;19.1014;9.8481;9.2533
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMM;TMM012;10;5.1431;2.8182;2.3249
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN018;69;35.1888;17.0769;18.1119
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN009;102;51.197;27.0738;24.1232
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN013;81;41.3485;20.1648;21.1837
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN020;102;52.4489;24.3407;28.1082
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN019;102;54.0304;24.4919;29.5385
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN012;74;39.1567;20.1337;19.023
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN010;47;24.1321;11.9943;12.1378
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN023;102;54.5857;28.3291;26.2566
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN021;102;51.3663;24.8471;26.5192
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN003;66;34.0346;18.1497;15.8849
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN016;102;54.4071;25.549;28.8581
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN006;55;29.9748;16.239;13.7358
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN004;36;19.7916;10.7152;9.0764
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN011;33;16.8419;8.3678;8.4741
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN008;28;15.5524;7.1374;8.415
Example Cup 2024;EXC2024-M07;7;TMM v TMN;TMN;TMN005;21;10.8192;5.1496;5.6696
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO017;98;49.808;26.0131;23.7949
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO010;45;24.4471;12.8959;11.5512
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO003;60;32.7239;15.353;17.3709
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO011;98;49.8206;27.2127;22.6079
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO015;92;47.2664;24.5355;22.7309
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO022;64;34.5539;17.5694;16.9845
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO014;50;25.501;12.5704;12.9306
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO012;98;49.3795;24.0896;25.2899
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO023;98;53.9817;26.3046;27.6771
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO002;98;53.8066;24.5822;29.2244
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO016;98;49.5648;24.5836;24.9812
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO013;53;27.3269;12.7392;14.5877
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO021;48;25.5813;11.8081;13.7732
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO004;38;19.1338;8.964;10.1698
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO005;34;17.3884;8.4637;8.9247
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMO;TMO008;6;3.0699;1.6866;1.3833
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP005;47;26.1317;11.8416;14.2901
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP002;56;30.681;14.976;15.705
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP022;98;53.965;25.9558;28.0092
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP007;98;54.7852;29.5543;25.2309
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP020;75;39.149;19.1894;19.9596
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP011;98;54.2943;28.3021;25.9922
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP010;98;50.1111;23.204;26.9071
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP001;48;26.3943;13.284;13.1103
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP009;98;52.8962;24.116;28.7802
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP019;72;37.9529;19.5644;18.3885
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP004;98;53.0442;28.7953;24.2489
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP015;51;26.6999;14.3486;12.3513
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP014;50;27.5736;14.2263;13.3473
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP018;42;22.4577;12.0134;10.4443
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP013;26;13.9038;6.8424;7.0614
Example Cup 2024;EXC2024-M08;8;TMO v TMP;TMP;TMP003;23;11.8959;5.8919;6.004
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA015;96;52.742;27.2943;25.4477
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA018;96;52.4438;28.3143;24.1295
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA010;96;49.9914;26.4195;23.5719
